param_type,name,value,fold,alpha_y,alpha_slight,alpha_serious,alpha_fatal
beta,Link_group_3,-0.01369090721894683,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
beta,Region Hovedstaden,0.13420393524457916,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
beta,Region Sjælland,-0.19471299787216062,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
beta,Region Syddanmark,0.12387049083782635,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
beta,Region Midtjylland,0.0029806813676633245,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
beta,Region Nordjylland,-0.1677723200833185,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
gamma,Intercept,-2.595989176610823,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
gamma,Frac_Truck,0.10432216701753873,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
gamma,FreeSpeed,0.012962307442766692,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
gamma,URBAN,-0.004245600944270522,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
gamma,Link_group_0,-1.1389919435920046,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
gamma,Link_group_1,0.35435868799517173,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
gamma,Link_group_2,0.5576385263238104,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
gamma,Link_group_3,-0.10644160073005345,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
gamma,Region Hovedstaden,0.029058186067613134,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
gamma,Region Sjælland,0.021202400955289618,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
gamma,Region Syddanmark,-0.2057415064375839,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
gamma,Region Midtjylland,-0.04524879774514935,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
gamma,Region Nordjylland,0.3327471908957961,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_slight,Intercept,-0.9712196958538607,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_slight,Link_group_0,0.324312066738155,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_slight,Link_group_1,-0.016633041000688818,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_slight,Link_group_2,0.002296570706680955,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_slight,Link_group_3,-0.37667383154153045,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_serious,Intercept,-0.36336115237418837,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_serious,Link_group_0,0.021420525893846257,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_serious,Link_group_1,0.011069123314803617,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_serious,Link_group_2,-0.020472323656774365,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_serious,Link_group_3,-0.044440407300096324,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_fatal,Intercept,-2.6792628982560007,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_fatal,Link_group_0,-0.5273951282977599,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_fatal,Link_group_1,0.4814624182687374,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_fatal,Link_group_2,-0.10595860134299598,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
delta_fatal,Link_group_3,0.4524171574564195,4,0.6774831112002847,0.005293338024157637,0.0006120474649620317,0.14273852705099432
beta,Intercept,-17.84624328311944,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
beta,Frac_Truck,0.7950618571299148,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
beta,SpeedDiff_Car_Van,0.006775446067047184,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
beta,SpeedDiff_Truck,-0.010763319041362043,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
beta,URBAN,0.7378195506763868,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
beta,Link_group_0,-0.21222556563150333,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
beta,Link_group_1,0.008433227056787902,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
beta,Link_group_2,0.3118969676712596,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
beta,Link_group_3,-0.013270135989347245,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
beta,Region Hovedstaden,0.08598110724119688,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
beta,Region Sjælland,-0.23035570732819555,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
beta,Region Syddanmark,0.076467487972588,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
beta,Region Midtjylland,-0.03527262837718994,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
beta,Region Nordjylland,-0.22329036941533878,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
gamma,Intercept,-2.186005274569303,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
gamma,Frac_Truck,-0.011476309359635142,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
gamma,FreeSpeed,0.008583843950520151,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
gamma,URBAN,-0.002299929023857456,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
gamma,Link_group_0,-1.0120981713339763,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
gamma,Link_group_1,0.3409635564654948,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
gamma,Link_group_2,0.4692177132088599,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
gamma,Link_group_3,-0.20593506723692745,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
gamma,Region Hovedstaden,0.006460909698860867,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
gamma,Region Sjælland,0.06117416719268307,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
gamma,Region Syddanmark,-0.26537744076794656,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
gamma,Region Midtjylland,-0.10624283656391768,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
gamma,Region Nordjylland,0.23471461830973844,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_slight,Intercept,-1.0009784461660618,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_slight,Link_group_0,0.3088470875752749,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_slight,Link_group_1,-0.003581065739142192,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_slight,Link_group_2,-0.004682565670435944,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_slight,Link_group_3,-0.36316694974383046,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_serious,Intercept,-0.36721879765735105,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_serious,Link_group_0,-0.029309702860176683,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_serious,Link_group_1,0.05503627853564201,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_serious,Link_group_2,-0.00890950534444548,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_serious,Link_group_3,-0.03265106720369854,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_fatal,Intercept,-2.463359876432134,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_fatal,Link_group_0,-0.12063487187548491,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_fatal,Link_group_1,0.07456517583476956,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_fatal,Link_group_2,-0.08813496558286121,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
delta_fatal,Link_group_3,0.340016731208242,5,0.7129438529239338,0.010493212765235812,0.000622807881148916,0.16429000308168476
